Semester;Alter;Geschlecht;Studiengang;Schulabschluss;Bundesland;Entfernung;Fahrtdauer;HaeufSmartphone;HaeufMobInternet;HaeufNotebook;HaeufDesktopPC;HaeufStatInternet;HaeufTabletPC;HaeufEBookReader;HaeufWhatsApp;HaeufFacebook;HaeufInstagram;HaeufTwitter;HaeufXing;HaeufLinkedIn;HaeufAndere;QuelleLV;QuelleMoodle;QuelleBuecher;QuelleAufsaetze;QuelleGespraeche;QuelleWikipedia;QuelleLehrvideos;QuelleVortraege;QuelleAndere;BewertVortraege;BewertFolien;BewertGruppenarb;BewertBegleitmat;BewertBibliothek;BewertLernwelt;OVS_Sal1;OVS_Reac1;OVS_Mon1;OVS_Sal2;OVS_Reac2;OVS_Mon2;OVS_Sal3;OVS_Reac3;OVS_Mon3;OVS_Sal4;OVS_Reac4;OVS_Mon4;N_Manip1;N_Angeb1;N_Einzig1;N_Angeb2;N_Einzig2;N_Ueberh1;N_Manip2;N_Anspr1;N_Ueberh2;N_Einzig3;N_Anspr2;N_Anspr3;N_Aut1;N_Aut2;N_Aut3;N_Anspr4;N_Ueberh3;IKU1;IKU2;EKU1;EKU2
SoSe21;21;1;3;3;Baden-Wuerttemberg;5;25;2;2;5;1;5;1;1;4;1;1;1;1;1;1;3;3;2;1;2;2;2;3;4;3;3;2;2;2;2;4;3;2;2;2;2;1;2;2;3;1;2;3;1;2;1;1;2;3;1;2;3;2;2;1;1;2;4;2;3;4;1;3
SoSe21;20;1;3;1;Baden-Wuerttemberg;10;15;3;1;5;1;5;1;1;5;1;2;1;1;1;2;4;5;2;1;3;1;2;4;2;2;3;1;3;2;3;4;3;2;4;4;2;1;3;1;2;3;1;5;2;2;3;4;3;2;1;4;4;2;4;5;5;4;3;-99;5;5;1;1
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;19;2;3;1;Baden-Wuerttemberg;92;100;4;4;5;1;5;4;1;5;1;2;1;1;1;1;5;5;2;3;2;1;3;1;1;2;1;3;2;1;-99;4;4;3;3;5;3;1;2;2;1;3;4;2;4;3;1;2;3;2;1;1;3;2;2;1;-99;4;2;4;5;5;2;2
SoSe21;20;1;3;1;Bayern;196;134;3;1;5;1;5;4;1;5;1;2;1;1;1;1;5;5;1;1;3;1;2;1;1;3;3;3;3;2;4;5;5;5;5;5;5;3;5;5;5;4;5;4;3;1;2;2;3;4;5;3;3;2;5;3;4;5;3;3;4;4;3;4
SoSe21;20;1;4;1;Baden-Wuerttemberg;60;90;3;2;5;1;5;1;1;4;1;2;1;1;1;1;3;3;4;2;5;1;3;4;2;3;1;3;2;1;4;4;3;2;2;3;1;1;1;2;1;1;1;3;2;1;2;2;1;3;2;1;2;2;2;3;3;2;1;2;3;5;3;4
SoSe21;26;1;4;1;Baden-Wuerttemberg;40;90;3;2;4;1;5;3;1;4;1;1;1;2;2;1;4;4;2;2;3;2;3;1;2;2;2;3;2;3;4;4;4;3;4;5;5;2;4;1;2;3;3;4;3;4;1;1;1;3;5;4;3;5;1;4;5;3;1;5;3;5;3;4
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;20;2;3;2;Baden-Wuerttemberg;80;10;2;1;1;5;5;5;1;3;1;1;1;1;1;1;5;1;3;1;2;1;3;1;1;3;2;2;2;3;3;3;3;2;3;4;3;1;2;2;2;1;2;1;2;3;2;1;3;3;4;2;3;4;5;3;3;4;2;3;4;5;1;3
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;19;2;3;1;Baden-Wuerttemberg;65;45;5;3;5;5;5;1;1;5;1;1;1;1;1;3;5;5;3;3;5;1;5;5;3;2;2;1;3;3;3;4;3;3;4;1;3;2;1;3;2;1;3;3;1;1;1;2;3;1;5;3;2;4;4;3;3;5;5;4;4;4;2;1
SoSe21;23;2;3;1;Baden-Wuerttemberg;110;30;3;3;5;1;1;4;1;4;1;1;1;1;1;1;5;5;4;3;4;2;4;3;3;2;2;1;1;2;2;4;4;4;3;4;3;2;4;2;4;4;3;2;2;1;2;3;3;2;2;3;3;2;2;3;3;4;2;4;5;5;3;3
SoSe21;20;2;3;1;Baden-Wuerttemberg;50;35;3;1;5;1;5;5;1;5;1;1;1;1;1;1;5;5;2;1;3;2;4;1;3;3;3;3;4;5;5;5;4;2;3;5;5;1;1;5;3;1;2;3;2;4;3;1;4;4;1;4;5;1;4;4;4;5;4;1;3;4;1;4
SoSe21;22;1;4;3;Baden-Wuerttemberg;20;35;4;4;5;1;4;5;2;3;1;1;1;2;1;5;4;4;3;2;4;1;5;4;4;2;2;3;2;3;3;3;3;3;3;1;3;1;1;1;1;2;1;1;1;3;1;1;2;2;1;2;3;2;4;3;2;3;2;3;3;4;1;3
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;5;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;22;1;2;3;Baden-Wuerttemberg;15;25;5;5;4;2;5;2;1;5;1;4;1;1;1;1;5;5;2;2;4;3;4;2;2;2;2;2;2;1;3;3;3;3;3;2;3;3;2;3;3;4;4;3;1;1;2;2;2;4;4;4;3;2;3;5;4;3;4;2;4;3;2;3
SoSe21;22;1;3;1;Baden-Wuerttemberg;10;30;2;2;5;1;5;4;1;4;1;2;1;1;1;1;5;5;2;4;3;2;2;1;2;3;2;1;2;2;3;4;5;4;3;5;4;1;2;-99;3;3;3;2;1;2;1;3;3;4;3;3;3;2;2;3;2;4;3;3;5;5;2;1
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;20;1;4;3;Baden-Wuerttemberg;35;60;1;1;1;4;4;1;1;4;1;1;1;1;1;1;3;3;1;1;3;1;4;2;3;3;2;4;3;4;4;4;4;3;2;4;2;1;3;4;4;2;2;3;1;4;4;2;5;3;3;4;4;1;4;3;3;4;4;3;3;4;2;3
SoSe21;19;1;3;1;Baden-Wuerttemberg;40;60;2;2;5;1;5;1;1;5;1;3;1;1;1;1;5;5;3;2;2;2;3;1;1;2;2;2;3;1;-99;4;5;4;3;4;4;2;2;3;3;3;4;3;2;2;1;3;2;3;3;3;5;2;4;3;3;4;2;3;4;4;2;3
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;22;1;4;1;Baden-Wuerttemberg;23;40;4;2;5;1;5;5;1;5;1;1;1;1;1;1;5;5;3;3;4;2;4;2;4;2;2;2;2;2;3;3;2;3;2;4;3;1;1;2;3;1;3;3;3;3;3;3;4;4;4;3;5;3;4;4;4;4;5;5;4;4;2;4
SoSe21;24;1;3;3;Baden-Wuerttemberg;205;30;4;1;5;1;5;1;1;5;1;1;1;1;1;1;4;5;3;3;3;2;3;2;1;2;2;1;2;2;3;5;4;3;5;5;5;1;3;4;4;3;3;2;3;2;3;3;5;4;1;3;3;2;3;4;4;5;4;4;5;5;1;2
SoSe21;23;2;4;3;Baden-Wuerttemberg;13;46;1;3;5;1;5;1;1;4;1;1;1;1;1;1;4;4;1;1;3;1;3;1;1;2;2;3;2;2;3;3;5;1;2;3;2;1;2;2;4;3;4;1;5;5;5;1;3;2;5;5;5;5;1;1;5;5;5;1;1;3;5;5
SoSe21;18;2;3;1;Baden-Wuerttemberg;120;110;2;1;5;2;5;5;1;5;1;2;1;1;1;1;4;5;2;1;3;1;2;1;4;3;1;1;2;1;2;4;4;4;3;3;2;1;2;3;3;1;3;2;2;1;2;1;2;2;2;2;4;1;4;3;3;4;3;3;4;4;3;5
SoSe21;22;2;3;1;Baden-WuerttembergHamburg;2;10;5;4;5;1;5;4;1;5;1;5;1;1;1;1;5;5;3;3;5;1;1;1;1;1;2;1;3;3;3;5;3;3;3;3;4;2;2;2;3;2;3;3;4;2;2;3;3;4;3;2;3;3;3;4;4;4;2;4;4;4;2;2
SoSe21;21;1;4;1;Baden-Wuerttemberg;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;19;1;3;1;Baden-Wuerttemberg;100;70;3;3;1;5;5;2;1;3;2;2;1;1;1;1;4;4;1;2;3;2;1;2;2;2;3;3;3;1;2;3;2;3;1;2;2;1;1;1;2;1;3;3;2;2;2;2;3;4;3;3;3;3;4;3;3;5;3;4;4;5;2;3
SoSe21;21;2;3;1;Niedersachsen;630;360;3;1;5;1;5;5;1;5;1;3;1;1;1;1;5;5;3;2;5;2;2;1;1;2;1;1;2;2;2;3;2;3;2;4;3;2;2;3;2;2;2;3;2;1;2;3;4;2;1;3;3;1;4;3;3;4;4;2;3;5;2;2
SoSe21;20;1;4;1;Baden-Wuerttemberg;40;50;2;1;5;3;5;2;1;3;1;1;1;1;1;1;5;4;2;1;4;2;4;3;1;3;2;5;2;2;4;2;4;2;3;2;2;1;1;1;2;1;2;3;2;1;2;3;3;2;2;3;5;3;1;4;3;5;3;5;5;5;1;4
SoSe21;24;2;3;3;Bremen;11;30;2;2;5;1;5;5;1;4;1;-99;1;1;2;3;5;5;4;4;5;4;4;4;3;2;2;1;2;2;3;4;5;4;2;5;4;2;2;3;3;4;3;1;3;4;2;2;3;2;2;2;3;4;2;4;4;3;3;3;5;5;3;3
SoSe21;20;1;3;1;Baden-Wuerttemberg;40;35;2;1;4;5;5;1;1;5;1;2;1;1;1;1;4;5;1;1;3;1;3;1;1;2;2;1;2;4;4;4;4;3;3;5;4;1;2;3;2;2;2;4;2;1;2;3;2;4;2;3;2;2;4;2;2;3;4;3;3;4;3;2
SoSe21;21;1;4;3;Baden-Wuerttemberg;2;5;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;20;1;4;1;Baden-Wuerttemberg;15;40;2;1;2;5;5;1;1;5;1;1;1;1;1;2;5;5;3;3;3;3;3;3;2;2;2;2;2;2;4;3;3;2;4;3;4;1;2;4;2;2;3;2;3;3;2;3;4;2;3;4;4;2;4;3;3;3;3;4;4;5;2;1
SoSe21;27;1;4;3;Baden-Wuerttemberg;50;60;2;2;5;1;5;1;1;5;1;2;1;1;1;3;4;5;3;2;4;3;4;4;3;2;2;4;2;2;3;3;3;2;2;3;4;2;2;3;3;3;3;2;2;2;2;3;2;3;3;3;2;2;3;2;3;3;1;3;4;4;2;3
SoSe21;19;1;4;3;Baden-Wuerttemberg;50;90;2;2;4;5;5;3;1;4;1;1;1;1;1;1;5;5;2;2;3;2;4;4;2;2;2;4;4;3;3;3;4;3;2;4;4;2;2;2;3;3;3;5;5;4;5;4;4;4;4;5;5;5;5;5;5;4;4;5;5;5;1;2
SoSe21;19;1;4;3;Baden-Wuerttemberg;30;45;4;3;5;1;5;4;1;5;1;2;1;1;1;1;4;4;2;4;3;2;4;4;2;2;2;1;3;2;2;3;2;2;1;1;2;1;2;2;3;1;2;3;2;3;4;4;3;2;2;4;4;4;5;3;3;4;5;4;4;4;2;1
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;18;1;4;1;Baden-Wuerttemberg;15;30;3;3;1;5;5;1;1;5;1;2;1;1;1;1;5;5;3;3;3;2;3;2;3;2;2;2;2;2;2;3;4;3;3;4;-99;2;2;2;3;2;3;2;3;1;2;3;3;2;2;3;3;2;3;3;3;3;3;3;4;4;3;3
SoSe21;20;1;4;1;Baden-Wuerttemberg;50;50;5;5;5;5;5;5;5;5;1;1;1;1;1;5;3;5;3;1;3;3;5;4;2;3;4;2;2;1;3;4;5;5;3;5;5;5;3;5;4;5;4;3;1;2;1;3;3;4;3;3;2;2;2;2;5;4;5;3;5;5;2;4
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;19;2;4;1;Baden-Wuerttemberg;70;60;2;2;1;5;5;1;1;5;1;1;1;1;1;3;4;5;3;3;2;3;5;1;3;2;2;2;3;1;2;4;4;2;2;5;2;1;4;1;3;2;2;1;1;1;3;1;1;2;2;2;3;2;1;2;1;1;1;2;4;5;2;3
SoSe21;30;2;4;4;Baden-Wuerttemberg;15;40;5;3;1;5;5;1;1;5;1;2;1;1;1;2;5;5;3;2;2;2;3;3;3;3;2;5;2;2;3;2;4;3;3;3;3;2;2;2;3;2;3;1;1;1;4;3;3;4;3;3;1;1;2;3;2;4;3;4;5;4;1;2
SoSe21;30;2;4;1;Baden-Wuerttemberg;19;45;5;1;5;1;5;1;1;5;5;1;1;1;1;4;5;5;3;3;4;4;5;1;3;3;3;2;2;2;2;3;2;2;3;4;4;1;2;2;2;1;2;2;2;1;1;3;3;4;3;4;3;3;2;3;3;4;3;4;4;5;2;2
SoSe21;24;1;4;3;Baden-Wuerttemberg;40;40;2;1;5;1;5;1;1;5;1;1;1;1;1;1;4;4;2;2;2;1;4;2;1;1;1;4;2;1;1;5;4;3;3;3;3;1;2;1;2;2;1;3;3;4;3;3;4;2;5;5;4;4;5;3;5;5;3;2;4;4;2;4
SoSe21;22;1;4;1;Baden-Wuerttemberg;30;35;4;5;4;2;4;1;2;5;1;1;1;1;2;3;3;5;2;2;2;1;3;2;2;2;3;1;2;2;2;4;3;2;2;4;2;1;1;2;3;1;1;1;4;1;1;2;2;2;1;1;4;2;1;4;2;4;3;4;3;4;2;3
SoSe21;23;2;3;1;Baden-Wuerttemberg;90;180;2;1;5;1;5;1;1;4;1;2;1;1;1;2;2;5;2;2;4;1;5;3;4;4;3;3;2;1;2;5;5;5;5;5;5;3;3;4;5;4;3;5;5;5;4;4;5;4;5;5;5;5;5;5;5;5;3;4;3;4;2;4
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;24;1;4;3;Baden-Wuerttemberg;30;70;5;5;2;4;5;2;1;5;2;3;1;1;1;4;4;3;2;2;2;2;5;2;4;3;3;4;4;2;3;5;3;3;4;4;4;2;-99;4;3;3;3;2;2;1;1;2;2;2;2;1;3;2;3;2;2;3;1;2;4;4;2;2
SoSe21;24;1;3;3;Baden-Wuerttemberg;27;60;2;2;5;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3
SoSe21;26;2;4;1;Baden-Wuerttemberg;33;40;5;5;4;4;1;5;1;5;5;5;4;1;2;2;2;3;1;1;1;2;5;3;4;5;4;2;3;3;3;-99;5;4;4;5;3;5;3;5;3;3;3;1;1;2;1;1;2;1;3;1;1;1;2;1;1;5;3;1;1;3;2;5
SoSe21;20;1;4;3;Baden-Wuerttemberg;20;25;4;5;5;1;1;4;1;5;1;3;1;1;2;3;5;4;2;2;3;3;5;4;3;2;2;3;3;2;-99;5;4;3;4;4;4;2;3;3;3;2;3;2;2;4;2;4;3;3;4;3;2;2;4;3;2;3;2;4;3;3;2;4
SoSe21;25;2;4;1;Baden-Wuerttemberg;15;40;3;3;5;1;5;1;1;5;1;2;1;1;1;1;5;5;3;4;4;1;4;1;1;2;3;3;2;3;3;3;4;4;3;4;5;2;1;2;2;2;3;3;2;1;1;1;1;1;2;1;1;1;1;2;3;2;1;4;4;4;2;3
SoSe21;24;1;4;3;Baden-Wuerttemberg;30;40;2;2;1;5;5;1;1;5;1;1;1;1;1;1;4;4;2;1;2;1;4;3;1;4;3;5;2;3;3;2;3;2;4;4;2;1;2;1;4;3;2;2;2;1;1;3;2;3;2;3;3;3;1;4;3;3;4;3;4;4;2;4
SoSe21;19;1;4;1;Baden-Wuerttemberg;25;45;2;2;2;5;5;1;1;4;1;2;1;1;1;1;3;5;1;1;5;1;2;1;-99;3;3;3;2;2;3;4;3;2;3;3;3;2;1;1;2;3;3;4;3;5;2;5;5;4;3;5;5;2;5;4;5;5;5;5;3;5;3;3
SoSe21;22;1;4;3;Baden-Wuerttemberg;20;30;4;4;5;1;3;5;1;4;1;1;1;3;1;3;5;5;4;2;4;1;5;4;3;2;2;2;3;2;3;3;1;2;1;3;3;1;1;1;3;2;1;1;-99;5;1;3;3;3;2;3;4;2;3;3;3;4;2;4;3;4;1;2
SoSe21;22;1;3;1;Baden-Wuerttemberg;15;25;4;4;2;5;5;1;1;4;1;1;1;1;1;2;5;5;2;2;4;2;3;2;2;2;2;3;2;3;4;5;5;5;5;5;5;3;3;3;3;4;4;4;2;2;2;2;3;4;3;4;3;4;4;3;4;3;4;4;3;4;2;4
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;22;2;3;1;Baden-Wuerttemberg;20;30;5;5;5;1;1;1;1;5;2;2;2;1;2;1;4;5;3;3;4;2;4;2;1;2;1;2;1;4;4;5;4;5;5;4;5;2;2;5;3;2;5;1;2;3;2;3;3;1;4;3;3;1;4;2;2;5;4;2;4;5;3;3
WiSe19;18;2;3;1;Baden-Wuerttemberg;10;30;5;5;4;1;5;3;1;5;1;1;1;1;1;1;4;5;3;2;3;3;3;2;-99;3;3;2;2;2;2;2;3;3;2;4;4;1;2;3;4;2;4;1;2;1;2;1;2;2;3;2;2;2;3;2;2;4;4;3;4;4;2;2
WiSe19;22;1;4;3;Baden-Wuerttemberg;10;25;4;4;5;2;5;1;1;5;1;2;1;1;1;1;5;5;3;2;2;3;5;1;3;2;3;2;4;2;2;2;3;2;3;3;3;1;1;3;2;1;3;2;1;1;1;1;1;2;3;2;1;2;2;3;3;3;4;3;2;4;5;5
WiSe19;19;1;4;3;Baden-Wuerttemberg;10;25;4;5;5;1;5;3;1;5;2;2;1;1;1;3;3;4;4;3;4;2;4;2;2;2;2;2;2;1;2;4;2;3;1;2;2;1;2;2;1;1;1;2;3;1;1;3;2;2;1;3;3;3;2;3;4;4;2;5;5;5;1;5
WiSe19;20;2;3;1;Saarland;10;20;4;4;5;1;4;4;1;4;2;2;1;1;1;1;4;5;3;3;5;2;4;1;3;2;2;2;2;2;3;3;4;4;4;3;4;3;2;4;4;2;3;1;2;1;1;2;3;3;2;3;2;2;3;2;2;5;4;2;4;5;2;2
WiSe19;24;2;3;3;Baden-Wuerttemberg;35;60;3;2;5;2;4;1;1;5;3;4;1;1;1;2;4;4;3;2;5;2;4;2;3;4;4;4;4;4;3;4;4;3;3;4;3;2;3;4;4;3;3;3;2;2;3;2;2;3;2;3;3;3;2;4;4;3;3;3;4;4;2;2
WiSe19;24;2;3;1;Hessen;-99;40;3;2;5;1;1;2;1;5;2;3;1;1;2;1;5;4;4;4;4;1;4;3;1;2;2;2;1;1;2;3;4;2;2;4;2;1;3;2;3;2;2;1;1;1;2;1;2;2;1;1;1;1;2;2;2;2;1;2;4;5;2;3
WiSe19;25;2;3;3;Baden-Wuerttemberg;17;40;5;5;4;1;4;4;1;3;1;5;1;1;1;1;4;4;3;1;3;2;4;4;1;2;2;1;3;1;5;4;3;4;2;5;1;1;1;1;1;4;1;3;4;2;2;2;2;5;5;1;2;1;1;1;2;5;5;5;5;5;1;1
WiSe19;20;2;3;3;Baden-Wuerttemberg;52;80;3;5;5;-99;5;5;2;4;1;2;1;1;1;1;4;4;4;2;2;3;4;1;4;2;2;2;1;1;1;2;4;4;3;2;3;1;2;1;2;2;3;2;1;1;1;1;3;3;2;2;2;3;2;3;4;4;3;4;4;5;2;2
WiSe19;19;2;3;1;-99;5;30;2;2;4;5;1;5;1;5;1;3;1;1;1;1;4;5;3;2;2;4;4;4;2;1;1;4;2;2;2;4;4;4;5;5;4;3;4;4;4;4;5;3;3;3;3;3;3;4;4;4;2;3;3;3;2;4;3;3;3;3;3;5
WiSe19;19;2;2;1;Baden-Wuerttemberg;12;45;1;1;1;5;5;1;1;1;1;1;1;1;1;1;5;5;2;1;3;2;1;1;1;2;1;3;1;3;3;3;1;1;1;1;2;1;1;1;3;2;1;3;3;1;3;2;1;3;4;2;1;2;2;1;3;2;1;1;3;3;2;2
WiSe19;20;1;4;2;Baden-Wuerttemberg;8;45;2;3;4;2;3;1;1;4;1;1;1;1;1;1;2;4;1;1;4;2;4;4;1;2;3;2;2;3;3;2;5;4;5;3;2;2;2;2;3;2;2;2;1;2;2;3;2;3;3;2;2;2;2;3;2;4;3;3;3;4;2;2
WiSe19;17;2;4;1;Baden-Wuerttemberg;26;80;2;2;5;1;5;2;1;2;2;1;1;1;1;2;5;5;2;3;4;1;4;1;2;3;2;2;1;2;3;4;4;4;4;5;4;2;2;3;3;2;4;4;1;5;3;2;3;2;4;4;4;5;3;4;5;5;3;4;5;5;3;4
WiSe19;22;1;4;1;Baden-Wuerttemberg;35;60;2;3;5;5;5;1;1;3;1;2;1;1;1;1;5;5;3;2;3;3;4;4;2;1;2;3;1;1;2;3;2;1;2;4;2;1;2;2;3;2;1;3;2;1;2;3;1;2;1;1;5;2;1;1;1;4;1;1;4;5;2;2
WiSe19;20;2;4;1;Baden-Wuerttemberg;12;15;2;5;5;4;5;1;1;2;1;1;1;1;1;1;5;5;2;2;5;1;2;3;1;2;2;3;1;3;4;3;2;1;3;4;1;1;3;1;2;2;2;5;1;1;2;2;1;4;4;2;2;3;5;1;1;4;3;1;4;4;3;3
WiSe19;20;2;3;1;Baden-Wuerttemberg;200;30;3;3;5;1;5;1;1;5;1;-99;1;1;1;1;5;5;4;2;3;2;3;2;2;2;2;2;2;1;2;4;2;3;2;4;2;1;3;3;3;2;2;3;3;1;2;2;3;2;1;1;5;4;3;2;3;3;2;3;5;3;1;2
WiSe19;27;2;4;2;Baden-Wuerttemberg;0;1;2;1;5;1;5;1;1;4;1;1;1;1;1;1;5;5;1;1;5;2;5;5;3;3;2;2;4;1;1;3;5;3;5;5;5;4;5;2;5;5;2;1;5;5;1;1;3;1;1;1;4;1;4;1;4;3;5;5;4;4;2;2
WiSe19;21;2;4;1;Baden-Wuerttemberg;45;65;4;3;5;1;1;1;1;2;1;1;1;1;1;4;5;4;1;3;2;1;3;2;3;2;2;3;3;1;1;1;1;1;1;3;1;1;-99;2;1;2;1;2;2;1;1;1;2;4;2;2;2;3;2;4;4;4;3;4;4;4;2;3
WiSe19;24;2;3;1;Nordrhein-Westfalen;43;60;4;4;5;1;1;2;1;4;1;2;1;3;1;1;4;5;3;3;5;5;4;4;1;2;2;1;3;2;1;4;4;4;2;5;4;1;3;3;2;2;3;3;5;2;1;2;3;3;3;4;3;2;5;4;4;4;4;3;4;4;3;5
WiSe19;20;2;4;3;Baden-Wuerttemberg;20;60;3;2;5;1;4;1;1;2;1;2;1;1;1;1;5;5;3;2;3;2;4;4;1;2;2;3;3;2;2;4;3;4;2;5;4;1;3;2;2;3;3;3;4;1;2;4;3;1;1;3;4;4;4;3;2;4;3;4;4;5;2;4
